Id,Category
8593,1
8594,3
8595,1
8596,1
8597,3
8598,5
8599,5
8600,5
8601,3
8602,8
8603,1
8604,6
8605,6
8606,6
8607,8
8608,8
8609,6
8610,2
8611,7
8612,4
8613,3
8614,8
8615,9
8616,6
8617,5
8618,3
8619,5
8620,3
8621,1
8622,4
8623,1
8624,3
8625,5
8626,6
8627,7
8628,3
8629,3
8630,5
8631,6
8632,8
8633,4
8634,3
8635,6
8636,4
8637,4
8638,0
8639,3
8640,1
8641,4
8642,6
8643,0
8644,3
8645,1
8646,2
8647,5
8648,1
8649,2
8650,2
8651,3
8652,9
8653,8
8654,3
8655,8
8656,7
8657,3
8658,3
8659,8
8660,7
8661,2
8662,3
8663,1
8664,5
8665,3
8666,8
8667,4
8668,3
8669,4
8670,6
8671,3
8672,4
8673,9
8674,1
8675,5
8676,8
8677,5
8678,1
8679,8
8680,3
8681,2
8682,5
8683,7
8684,2
8685,7
8686,9
8687,6
8688,8
8689,6
8690,8
8691,8
8692,5
8693,9
8694,8
8695,4
8696,8
8697,5
8698,6
8699,5
8700,3
8701,8
8702,9
8703,4
8704,8
8705,6
8706,4
8707,2
8708,4
8709,1
8710,5
8711,2
8712,1
8713,3
8714,4
8715,2
8716,3
8717,8
8718,7
8719,2
8720,0
8721,6
8722,4
8723,4
8724,6
8725,8
8726,9
8727,9
8728,5
8729,3
8730,2
8731,9
8732,8
8733,4
8734,2
8735,2
8736,3
8737,3
8738,4
8739,8
8740,2
8741,2
8742,9
8743,8
8744,1
8745,5
8746,5
8747,2
8748,4
8749,3
8750,9
8751,1
8752,5
8753,5
8754,3
8755,6
8756,6
8757,0
8758,9
8759,7
8760,8
8761,0
8762,8
8763,9
8764,1
8765,2
8766,5
8767,5
8768,2
8769,0
8770,3
8771,6
8772,1
8773,6
8774,3
8775,2
8776,2
8777,0
8778,3
8779,4
8780,4
8781,6
8782,5
8783,6
8784,4
8785,9
8786,6
8787,4
8788,5
8789,5
8790,0
8791,6
8792,6
8793,7
8794,3
8795,0
8796,9
8797,9
8798,6
8799,1
8800,0
8801,4
8802,6
8803,3
8804,3
8805,9
8806,2
8807,6
8808,6
8809,8
8810,2
8811,3
8812,0
8813,1
8814,9
8815,1
8816,3
8817,3
8818,3
8819,0
8820,2
8821,5
8822,6
8823,4
8824,3
8825,0
8826,8
8827,5
8828,6
8829,0
8830,9
8831,6
8832,6
8833,6
8834,8
8835,7
8836,3
8837,9
8838,8
8839,1
8840,3
8841,0
8842,4
8843,8
8844,5
8845,2
8846,6
8847,5
8848,3
8849,9
8850,9
8851,0
8852,7
8853,2
8854,3
8855,3
8856,0
8857,9
8858,6
8859,4
8860,2
8861,4
8862,0
8863,5
8864,9
8865,4
8866,8
8867,8
8868,6
8869,5
8870,5
8871,9
8872,2
8873,5
8874,3
8875,8
8876,9
8877,9
8878,8
8879,9
8880,1
8881,6
8882,3
8883,8
8884,0
8885,3
8886,7
8887,4
8888,8
8889,4
8890,8
8891,9
8892,8
8893,6
8894,0
8895,0
8896,8
8897,2
8898,7
8899,4
8900,4
8901,5
8902,6
8903,0
8904,5
8905,8
8906,4
8907,1
8908,9
8909,0
8910,1
8911,4
8912,5
8913,8
8914,4
8915,9
8916,6
8917,3
8918,4
8919,4
8920,6
8921,8
8922,9
8923,6
8924,5
8925,0
8926,4
8927,9
8928,4
8929,9
8930,3
8931,9
8932,2
8933,3
8934,5
8935,0
8936,3
8937,7
8938,9
8939,2
8940,3
8941,0
8942,6
8943,4
8944,7
8945,1
8946,9
8947,4
8948,3
8949,5
8950,9
8951,8
8952,3
8953,9
8954,2
8955,1
8956,9
8957,3
8958,6
8959,1
8960,2
8961,0
8962,5
8963,6
8964,0
8965,5
8966,3
8967,5
8968,8
8969,8
8970,0
8971,6
8972,2
8973,3
8974,2
8975,8
8976,2
8977,8
8978,2
8979,5
8980,9
8981,4
8982,2
8983,5
8984,6
8985,0
8986,6
8987,2
8988,2
8989,4
8990,1
8991,0
8992,3
8993,9
8994,8
8995,9
8996,7
8997,5
8998,9
8999,3
9000,8
9001,1
9002,6
9003,3
9004,7
9005,5
9006,6
9007,2
9008,2
9009,2
9010,8
9011,6
9012,8
9013,4
9014,7
9015,8
9016,1
9017,0
9018,4
9019,9
9020,7
9021,0
9022,3
9023,8
9024,8
9025,5
9026,9
9027,1
9028,8
9029,4
9030,2
9031,8
9032,9
9033,5
9034,2
9035,5
9036,4
9037,9
9038,2
9039,4
9040,5
9041,3
9042,1
9043,3
9044,2
9045,0
9046,0
9047,4
9048,9
9049,6
9050,3
9051,8
9052,8
9053,5
9054,8
9055,6
9056,2
9057,8
9058,5
9059,5
9060,9
9061,7
9062,9
9063,7
9064,1
9065,2
9066,2
9067,9
9068,6
9069,9
9070,3
9071,3
9072,9
9073,6
9074,4
9075,0
9076,6
9077,2
9078,4
9079,1
9080,3
9081,7
9082,2
9083,8
9084,5
9085,9
9086,0
9087,2
9088,6
9089,3
9090,6
9091,7
9092,4
9093,3
9094,2
9095,5
9096,9
9097,8
9098,3
9099,8
9100,1
9101,8
9102,4
9103,7
9104,4
9105,8
9106,6
9107,8
9108,2
9109,3
9110,1
9111,0
9112,4
9113,1
9114,8
9115,8
9116,4
9117,9
9118,4
9119,2
9120,3
9121,5
9122,1
9123,2
9124,0
9125,1
9126,6
9127,8
9128,4
9129,4
9130,8
9131,5
9132,5
9133,9
9134,5
9135,7
9136,6
9137,6
9138,5
9139,2
9140,7
9141,3
9142,3
9143,3
9144,0
9145,9
9146,5
9147,9
9148,5
9149,9
9150,6
9151,0
9152,3
9153,2
9154,2
9155,5
9156,6
9157,3
9158,8
9159,9
9160,5
9161,6
9162,1
9163,4
9164,5
9165,4
9166,6
9167,7
9168,2
9169,8
9170,9
9171,2
9172,0
9173,4
9174,9
9175,8
9176,8
9177,9
9178,1
9179,1
9180,5
9181,0
9182,0
9183,8
9184,5
9185,1
9186,5
9187,4
9188,5
9189,4
9190,3
9191,5
9192,2
9193,0
9194,6
9195,6
9196,0
9197,9
9198,3
9199,9
9200,8
9201,3
9202,7
9203,8
9204,8
9205,4
9206,8
9207,9
9208,0
9209,1
9210,7
9211,1
9212,6
9213,2
9214,9
9215,5
9216,2
9217,9
9218,2
9219,9
9220,8
9221,7
9222,4
9223,1
9224,6
9225,2
9226,3
9227,9
9228,3
9229,2
9230,2
9231,3
9232,1
9233,8
9234,2
9235,0
9236,9
9237,2
9238,9
9239,8
9240,8
9241,6
9242,7
9243,3
9244,5
9245,1
9246,1
9247,9
9248,9
9249,9
9250,3
9251,6
9252,5
9253,3
9254,3
9255,3
9256,0
9257,5
9258,9
9259,7
9260,5
9261,5
9262,3
9263,6
9264,5
9265,1
9266,8
9267,2
9268,4
9269,3
9270,9
9271,8
9272,0
9273,2
9274,8
9275,8
9276,5
9277,3
9278,7
9279,8
9280,9
9281,3
9282,2
9283,9
9284,7
9285,8
9286,5
9287,9
9288,8
9289,5
9290,4
9291,0
9292,7
9293,4
9294,2
9295,3
9296,8
9297,2
9298,1
9299,9
9300,4
9301,5
9302,4
9303,9
9304,5
9305,4
9306,8
9307,7
9308,3
9309,5
9310,3
9311,5
9312,9
9313,2
9314,6
9315,7
9316,5
9317,6
9318,4
9319,5
9320,9
9321,4
9322,2
9323,1
9324,9
9325,6
9326,0
9327,3
9328,6
9329,7
9330,4
9331,7
9332,9
9333,0
9334,7
9335,4
9336,3
9337,4
9338,3
9339,1
9340,1
9341,2
9342,6
9343,8
9344,2
9345,9
9346,5
9347,8
9348,5
9349,2
9350,6
9351,1
9352,1
9353,2
9354,0
9355,6
9356,8
9357,9
9358,2
9359,6
9360,0
9361,0
9362,9
9363,5
9364,5
9365,6
9366,2
9367,9
9368,0
9369,4
9370,9
9371,8
9372,7
9373,1
9374,7
9375,4
9376,3
9377,4
9378,9
9379,7
9380,5
9381,2
9382,9
9383,9
9384,4
9385,6
9386,2
9387,1
9388,3
9389,8
9390,7
9391,9
9392,3
9393,4
9394,5
9395,7
9396,5
9397,6
9398,8
9399,7
9400,6
9401,9
9402,6
9403,9
9404,3
9405,8
9406,5
9407,6
9408,6
9409,9
9410,5
9411,7
9412,8
9413,0
9414,3
9415,4
9416,5
9417,4
9418,8
9419,5
9420,5
9421,9
9422,3
9423,2
9424,2
9425,6
9426,4
9427,1
9428,7
9429,5
9430,6
9431,3
9432,9
9433,3
9434,3
9435,3
9436,6
9437,3
9438,7
9439,4
9440,8
9441,4
9442,6
9443,5
9444,7
9445,5
9446,5
9447,4
9448,5
9449,0
9450,6
9451,8
9452,8
9453,3
9454,6
9455,1
9456,6
9457,1
9458,7
9459,0
9460,3
9461,6
9462,8
9463,9
9464,4
9465,5
9466,8
9467,6
9468,3
9469,0
9470,9
9471,6
9472,8
9473,0
9474,8
9475,2
9476,8
9477,5
9478,7
9479,7
9480,2
9481,2
9482,0
9483,0
9484,9
9485,7
9486,4
9487,1
9488,6
9489,6
9490,8
9491,8
9492,9
9493,0
9494,9
9495,0
9496,1
9497,3
9498,6
9499,0
9500,9
9501,2
9502,6
9503,6
9504,6
9505,3
9506,2
9507,8
9508,8
9509,5
9510,1
9511,4
9512,0
9513,6
9514,2
9515,9
9516,9
9517,3
9518,9
9519,9
9520,1
9521,2
9522,4
9523,5
9524,4
9525,2
9526,9
9527,3
9528,8
9529,9
9530,6
9531,6
9532,8
9533,0
9534,6
9535,3
9536,4
9537,6
9538,8
9539,0
9540,5
9541,4
9542,9
9543,2
9544,0
9545,9
9546,3
9547,4
9548,3
9549,5
9550,6
9551,3
9552,9
9553,5
9554,5
9555,4
9556,4
9557,5
9558,0
9559,9
9560,9
9561,0
9562,8
9563,3
9564,9
9565,0
9566,9
9567,3
9568,8
9569,6
9570,4
9571,6
9572,8
9573,5
9574,4
9575,5
9576,3
9577,0
9578,3
9579,6
9580,1
9581,7
9582,5
9583,9
9584,3
9585,4
9586,3
9587,3
9588,1
9589,5
9590,3
9591,1
9592,1
9593,3
9594,9
9595,7
9596,5
9597,2
9598,9
9599,7
9600,8
9601,6
9602,8
9603,2
9604,8
9605,5
9606,3
9607,9
9608,2
9609,6
9610,4
9611,8
9612,4
9613,4
9614,6
9615,6
9616,4
9617,8
9618,1
9619,8
9620,4
9621,6
9622,4
9623,9
9624,2
9625,2
9626,1
9627,4
9628,9
9629,9
9630,6
9631,5
9632,2
9633,0
9634,1
9635,5
9636,6
9637,3
9638,2
9639,2
9640,7
9641,5
9642,0
9643,9
9644,8
9645,1
9646,5
9647,3
9648,3
9649,5
9650,8
9651,7
9652,3
9653,6
9654,5
9655,8
9656,8
9657,3
9658,9
9659,4
9660,6
9661,5
9662,1
9663,8
9664,0
9665,3
9666,3
9667,9
9668,4
9669,8
9670,1
9671,7
9672,7
9673,9
9674,9
9675,4
9676,3
9677,6
9678,3
9679,3
9680,8
9681,3
9682,7
9683,6
9684,5
9685,0
9686,2
9687,9
9688,2
9689,9
9690,4
9691,2
9692,9
9693,4
9694,1
9695,0
9696,1
9697,8
9698,7
9699,9
9700,0
9701,4
9702,7
9703,4
9704,3
9705,6
9706,9
9707,5
9708,9
9709,9
9710,5
9711,4
9712,5
9713,8
9714,1
9715,5
9716,7
9717,9
9718,9
9719,8
9720,0
9721,5
9722,5
9723,5
9724,0
9725,8
9726,9
9727,8
9728,2
9729,6
9730,6
9731,2
9732,9
9733,7
9734,4
9735,6
9736,8
9737,3
9738,6
9739,1
9740,6
9741,5
9742,9
9743,1
9744,9
9745,3
9746,2
9747,0
9748,3
9749,0
9750,2
9751,0
9752,4
9753,3
9754,9
9755,2
9756,3
9757,3
9758,5
9759,5
9760,3
9761,3
9762,6
9763,1
9764,2
9765,4
9766,0
9767,2
9768,7
9769,8
9770,4
9771,4
9772,0
9773,9
9774,3
9775,9
9776,4
9777,6
9778,3
9779,5
9780,4
9781,5
9782,3
9783,2
9784,8
9785,4
9786,6
9787,0
9788,1
9789,6
9790,8
9791,3
9792,2
9793,2
9794,8
9795,5
9796,9
9797,1
9798,5
9799,7
9800,1
9801,3
9802,0
9803,1
9804,5
9805,0
9806,8
9807,9
9808,8
9809,3
9810,8
9811,1
9812,5
9813,1
9814,8
9815,5
9816,1
9817,9
9818,0
9819,5
9820,8
9821,4
9822,0
9823,3
9824,9
9825,2
9826,0
9827,4
9828,9
9829,5
9830,1
9831,2
9832,6
9833,7
9834,8
9835,7
9836,2
9837,4
9838,5
9839,3
9840,4
9841,0
9842,6
9843,1
9844,5
9845,9
9846,8
9847,0
9848,2
9849,0
9850,4
9851,6
9852,0
9853,6
9854,9
9855,7
9856,5
9857,8
9858,4
9859,6
9860,0
9861,6
9862,3
9863,6
9864,7
9865,1
9866,9
9867,8
9868,9
9869,5
9870,2
9871,9
9872,8
9873,2
9874,2
9875,9
9876,0
9877,6
9878,5
9879,3
9880,4
9881,9
9882,1
9883,7
9884,8
9885,8
9886,4
9887,5
9888,0
9889,8
9890,0
9891,3
9892,5
9893,2
9894,0
9895,4
9896,4
9897,8
9898,9
9899,7
9900,8
9901,6
9902,6
9903,6
9904,0
9905,1
9906,1
9907,1
9908,8
9909,1
9910,2
9911,4
9912,0
9913,7
9914,8
9915,2
9916,9
9917,2
9918,3
9919,4
9920,6
9921,0
9922,6
9923,3
9924,8
9925,4
9926,3
9927,9
9928,5
9929,8
9930,3
9931,0
9932,8
9933,3
9934,4
9935,1
9936,8
9937,4
9938,9
9939,5
9940,3
9941,1
9942,7
9943,2
9944,7
9945,7
9946,0
9947,3
9948,8
9949,3
9950,3
9951,0
9952,5
9953,7
9954,2
9955,8
9956,2
9957,0
9958,9
9959,2
9960,0
9961,3
9962,4
9963,8
9964,2
9965,2
9966,6
9967,3
9968,5
9969,6
9970,2
9971,9
9972,9
9973,0
9974,1
9975,7
9976,5
9977,5
9978,7
9979,3
9980,2
9981,4
9982,6
9983,1
9984,4
9985,5
9986,8
9987,0
9988,8
9989,4
9990,3
9991,0
9992,3
9993,3
9994,3
9995,8
9996,6
9997,5
9998,4
9999,7
